issn,member,created_date
2499-9415,6872,2020-12-09
2314-6532,98,2015-12-16
1976-8036,10615,2021-07-15
2746-8070,22614,2021-08-01
1304-8783,4879,2016-01-25
2579-3470,16061,2021-05-04
2637-6938,7667,2021-05-23
1025-6555,418,2021-11-04
2415-5721,28450,2021-09-29
2735-4733,9060,2021-09-01
2549-7065,6946,2021-10-06
2657-0513,10769,2021-11-10
2477-3948,18543,2021-09-08
2722-7820,26665,2020-08-07
2231-5969,27825,2021-01-18
2190-8354,297,2021-10-22
2722-6328,23914,2021-04-14
2225-1685,25224,2021-11-26
2589-2959,78,2021-09-29
2210-5557,297,2020-09-14
2227-2380,11056,2021-10-18
0904-6380,4226,2021-05-17
2704-646X,21822,2020-01-28
1696-2818,78,2015-01-05
0044-3573,311,2021-02-01
2548-9356,12042,2019-12-07
0102-4744,530,2009-03-25
1665-952X,9467,2017-09-14
1793-1193,219,2020-10-28
1337-401X,374,2021-10-16
2656-7407,17082,2021-11-18
2164-2540,7802,2018-02-19
2525-3123,4873,2021-10-05
2719-860X,23065,2021-08-10
1874-4370,965,2014-08-19
0868-3166,6380,2021-11-17
2468-7332,2581,2018-07-12
1681-276X,4871,2019-08-08
2333-1143,4952,2020-09-26
0044-796X,30,2021-02-04
2090-2786,9060,2021-11-15
1542-4251,147,2012-08-19
2597-7539,12099,2021-09-11
2686-7613,22004,2021-11-02
2214-4463,50,2021-12-25
2329-4779,5299,2021-09-12
1110-1555,9060,2021-10-23
2082-8926,374,2021-04-08
2521-4853,7013,2021-06-23
2315-4675,7683,2020-10-23
2303-3703,30230,2015-08-12
2092-6553,20301,2021-06-04
1588-2845,425,2008-12-13
1300-0527,29389,2018-12-07
2348-7852,8862,2019-06-19
1608-3172,297,2008-06-04
1995-8692,22676,2021-10-28
2044-8430,2717,2015-08-24
2522-5170,297,2021-09-21
2468-0656,8248,2018-08-30
2594-9675,5255,2020-05-01
1622-8545,2399,2021-01-25
2224-8722,25948,2021-10-11
2594-4916,26816,2020-12-30
1975-4094,9192,2021-02-07
2356-3117,9237,2018-09-06
2663-5550,20117,2021-02-01
2598-8069,11419,2021-10-31
2117-6973,2399,2020-09-20
2314-6974,98,2016-08-14
1997-5422,22354,2020-05-22
1424-4608,127,2017-11-07
2064-9908,1835,2021-10-06
2244-1875,22057,2021-07-17
1848-9710,5969,2021-07-23
2563-8912,10534,2021-05-07
2415-1149,1963,2021-11-13
2217-7558,5046,2017-10-29
1665-5044,16205,2021-03-22
0034-849X,2373,2021-11-10
2472-0496,2674,2019-01-09
0852-7733,10045,2021-12-11
2413-2470,6738,2021-08-16
2074-0204,11850,2019-09-06
2288-2898,6663,2020-05-26
2170-0583,5068,2017-07-05
2336-4378,3846,2021-03-11
2406-3215,3964,2021-10-22
1999-0278,1963,2020-12-07
2414-3782,14857,2021-11-12
2549-4996,5094,2021-04-03
2797-4561,30185,2021-06-10
2375-608X,4945,2014-10-24
1234-5678,7822,2005-03-29
1312-286X,6196,2020-12-16
2198-1604,297,2017-03-29
0021-5104,2068,2021-09-24
2631-3855,10138,2021-08-05
2300-5254,7994,2019-12-22
1292-7775,1762,2007-12-14
0074-2740,179,2017-10-06
1980-5861,5406,2021-02-23
2661-3328,18785,2021-09-09
2254-6235,28207,2021-10-03
2456-3501,6021,2019-05-01
2192-4910,297,2021-07-26
0838-164X,7569,2021-06-18
0002-6018,297,2019-12-12
2356-0010,20373,2021-12-26
2423-8368,9762,2020-08-05
1741-640X,378,2015-03-13
2525-8990,10685,2021-03-18
2228-7701,28489,2021-08-29
0167-188X,78,2007-10-02
2007-2570,297,2016-11-24
2248-1354,10438,2021-10-26
1868-0380,297,2016-12-15
1960-6648,2273,2019-11-19
1990-0244,1963,2018-03-21
1979-8997,8700,2021-09-10
2374-2917,301,2021-03-19
2685-0419,21907,2021-09-13
1623-5770,2399,2021-07-28
0892-6638,276,2019-04-02
2303-0267,10651,2020-02-17
2157-7129,2986,2021-06-18
1782-1401,2273,2021-02-26
1984-6983,9175,2020-01-09
0749-2170,108,2021-01-08
0196-0768,3444,2014-10-02
1547-9854,432,2021-09-07
2590-9770,11033,2021-10-14
0035-3086,4194,2021-02-03
2195-1462,93,2017-01-07
2078-2462,8959,2017-05-30
2582-3744,9531,2021-10-18
1698-7802,5642,2020-07-02
2413-323X,1861,2021-05-26
2687-8038,11040,2021-08-18
2456-3498,6021,2019-05-03
1647-5496,11084,2017-10-13
1598-7647,1757,2021-06-14
1793-0774,219,2019-07-09
1940-7696,1310,2020-02-20
1991-9484,21345,2020-04-25
2706-7262,17542,2021-08-12
2349-0772,10203,2021-06-18
0325-8203,6813,2021-10-14
2460-1047,9463,2021-08-26
2253-8305,5067,2021-11-22
1757-2185,378,2021-08-02
2715-3916,29844,2021-03-09
0970-9320,4035,2021-11-23
1287-258X,2273,2021-04-28
1793-6934,219,2012-08-31
2316-4093,28113,2021-05-20
2634-6079,297,2021-01-04
1598-2319,6842,2020-02-19
2597-7210,24823,2021-12-25
2302-3600,10045,2020-11-03
2522-5480,297,2019-08-02
2508-139X,5025,2021-10-06
1874-4044,965,2014-03-31
1139-3181,21609,2021-03-01
2413-2489,21276,2021-10-26
2788-5070,16727,2021-07-15
1229-4756,9351,2021-07-16
2053-4868,56,2018-01-12
2798-0502,31821,2021-11-09
2539-2263,11812,2021-07-30
2722-127X,31330,2021-06-29
2079-1003,24915,2021-04-03
2645-5676,19818,2020-04-19
2333-9713,6038,2015-05-07
2380-4076,3884,2020-01-23
1884-0108,21,2017-04-20
2503-1007,9237,2021-07-16
2661-3883,219,2020-05-15
0927-0116,297,2013-09-09
1741-5020,378,2020-08-19
2077-5830,12030,2021-08-18
2056-9076,56,2009-11-11
1431-1925,297,2012-07-28
2358-3916,11335,2021-03-18
2187-3933,4888,2021-08-31
2313-5166,5068,2021-11-09
2305-459X,7440,2021-04-02
1776-3045,2273,2021-01-30
2065-9547,10279,2021-12-05
1911-8279,9602,2021-05-26
1306-133X,2947,2021-07-25
2254-4372,78,2016-10-27
2574-0431,9225,2018-11-05
2332-7863,3176,2016-07-05
1139-5737,4034,2021-09-13
2604-6202,18525,2021-02-05
1254-728X,2273,2021-07-03
1225-4266,2876,2017-03-16
1678-6343,5515,2021-10-21
2311-9489,24535,2021-11-04
0044-8060,9732,2020-05-15
2072-7933,1963,2010-11-27
2238-9377,7016,2019-12-04
2357-626X,5724,2021-09-23
1678-3166,530,2015-04-03
2047-2854,10138,2021-09-08
1982-0003,9749,2021-11-05
2393-1493,374,2019-10-16
2311-0155,6011,2021-11-12
2502-1648,9292,2020-11-10
0167-2231,78,2006-12-22
2055-7973,56,2021-11-08
2238-3867,4873,2021-05-20
1229-5558,20571,2020-06-16
2225-515X,7583,2021-10-29
1027-9636,6225,2021-06-24
1229-6694,10238,2021-10-25
1412-8764,17245,2020-05-13
2776-9038,23228,2021-11-21
2225-8604,2895,2020-07-07
2415-2153,14868,2021-05-12
2302-609X,17408,2021-05-06
2524-0390,17914,2020-07-01
2093-9027,19801,2021-09-24
2522-073X,297,2021-03-05
2707-1049,16143,2021-11-21
2405-5522,1757,2021-09-23
2034-6786,7597,2020-10-21
2405-6014,78,2021-09-06
2251-8819,20123,2021-11-03
1800-7074,5381,2021-09-27
1529-1634,3884,2021-08-27
0044-314X,181,2021-10-29
2597-4653,23584,2021-07-07
2524-0897,18183,2021-10-13
1598-3552,7441,2021-11-05
2476-3470,28750,2021-10-31
2347-615X,11168,2021-08-31
2655-433X,14667,2021-09-10
2587-5795,9096,2019-12-27
2723-8164,12051,2021-03-04
2225-6563,3996,2016-02-28
0103-1767,8545,2017-04-24
2639-541X,311,2021-11-27
2549-8002,16061,2021-11-13
2198-0993,297,2016-08-29
1980-4431,4681,2021-01-29
0173-0258,297,2013-01-04
2089-9203,10296,2019-05-17
1574-096X,297,2020-10-28
2355-9004,9751,2019-07-28
1874-7612,965,2013-12-10
1820-6700,3964,2017-02-02
1568-2722,297,2021-04-27
0271-7123,78,2006-10-12
2039-4705,1968,2019-05-17
1554-8619,301,2014-10-28
0752-5656,2000,2019-03-18
2090-5610,98,2017-12-10
1565-5423,1560,2011-07-07
1420-2433,127,2021-08-11
0536-1567,263,2020-12-30
2657-0653,11157,2021-02-28
1806-4906,8734,2021-08-13
0103-7013,4277,2016-07-14
2637-4064,17107,2021-06-10
2054-9326,4230,2021-05-06
0097-8523,56,2019-06-07
0340-6083,5267,2021-03-14
2541-4399,9027,2021-11-06
2251-189X,3157,2017-03-15
2523-7993,297,2021-03-19
2215-1907,297,2021-09-29
2634-6567,297,2021-11-10
2256-1498,9247,2021-10-19
2716-2575,9027,2021-06-07
2234-4861,9709,2021-02-08
0011-1589,147,2019-11-18
1415-2177,9775,2021-10-19
1135-5727,530,2012-11-06
1821-9241,2895,2021-10-13
0004-9190,311,2019-04-04
2774-5368,4861,2021-11-08
2675-9624,9764,2021-12-04
2688-187X,29705,2021-09-14
2010-3638,4507,2014-07-29
2224-6290,12291,2020-03-04
2008-2371,7770,2021-10-12
2250-2378,10346,2021-08-20
2683-2291,19947,2021-04-07
0193-3078,30,2021-02-12
1949-8489,3903,2017-09-12
2300-3022,5185,2017-07-18
2334-3656,301,2017-03-02
2658-6649,5019,2021-10-31
1741-7538,301,2007-07-07
0853-8050,23584,2021-05-11
2530-7320,8735,2019-04-03
0391-5107,50,2014-03-19
2047-9921,1881,2021-06-01
1558-2981,297,2013-05-25
2473-4772,6707,2021-01-07
2713-5640,7267,2021-10-15
1877-8569,301,2015-11-25
2320-7493,3062,2017-12-08
2454-5104,22072,2021-11-16
0269-3143,292,2013-02-15
2350-1359,4035,2021-04-03
2414-6358,9894,2021-07-23
2525-376X,4873,2020-08-07
1130-4995,18077,2021-10-13
2414-2026,1963,2021-11-13
1738-4028,20071,2020-02-05
1021-1209,6251,2020-12-08
2363-6998,297,2021-08-21
2313-7479,9828,2017-07-15
2089-1946,6282,2021-03-15
2345-6825,7770,2021-09-29
2566-8846,297,2020-05-08
1529-7314,27949,2021-09-22
1849-0972,18277,2021-05-05
2519-1225,7834,2021-06-22
2079-7567,5739,2021-10-25
2345-7708,297,2021-11-25
2569-9636,297,2020-02-19
2353-3773,374,2021-08-16
2317-7837,2399,2021-07-20
1841-0782,17219,2021-01-12
0022-2984,1121,2008-02-07
1361-9195,3197,2005-05-04
1874-8562,297,2013-05-25
2345-3605,10293,2021-08-11
2271-6815,2273,2021-01-29
2492-0606,2273,2020-03-14
1862-1244,374,2016-11-03
2002-0104,6601,2021-11-15
2550-2271,7332,2019-06-28
2332-2136,15,2021-09-16
2055-6071,24549,2021-08-11
0449-296X,311,2020-08-04
2560-3094,3964,2020-12-17
2641-4260,29705,2021-07-21
1994-7151,1235,2019-07-29
2631-066X,12338,2019-04-15
2667-8268,31479,2021-09-15
0034-7981,2373,2019-04-12
2154-5219,301,2017-03-02
2348-1471,2581,2021-05-13
2262-208X,2399,2021-11-27
2222-9655,19900,2021-07-31
2715-386X,21746,2020-09-25
2662-9763,297,2021-02-26
2082-6710,11667,2021-05-31
2564-8942,20335,2019-06-18
2045-0990,219,2014-07-02
2081-1438,3689,2020-12-18
2189-8308,26104,2021-10-19
1646-0715,28206,2021-08-18
1225-1356,17170,2020-12-15
2775-555X,11399,2021-06-22
0124-2253,5604,2021-11-02
2684-8570,10124,2021-09-16
1995-2449,31336,2021-10-05
2224-607X,4281,2019-01-06
2090-2719,2674,2017-02-02
1534-6617,1952,2016-02-04
2236-8493,16456,2021-05-03
2087-9164,19533,2020-12-20
2231-6027,2581,2021-09-14
2196-8276,5267,2021-06-29
2672-0175,22114,2021-10-18
2256-3938,9798,2021-05-25
2519-0709,7834,2021-02-25
0034-7655,24854,2021-08-18
2406-808X,17676,2021-11-28
2308-4928,7820,2021-09-15
1947-9417,301,2016-01-25
2149-6447,2811,2021-09-15
2570-4605,297,2021-04-09
0022-3719,266,2013-12-11
0892-1059,311,2013-08-15
2655-6960,19924,2021-04-12
2460-0245,9608,2021-04-09
2305-5154,8671,2020-12-27
0025-7656,71,2005-10-10
0866-4811,19358,2021-11-24
2510-2583,297,2019-09-19
1121-2306,50,2021-12-25
2747-321X,5471,2021-01-18
1743-1727,138,2008-02-19
2527-905X,7463,2021-06-03
2195-5840,297,2015-11-23
2519-707X,11195,2021-01-15
2331-9437,22852,2020-11-21
2477-7986,10756,2021-09-17
2285-6773,8661,2020-12-26
2705-1226,17787,2021-01-06
2078-3981,19126,2021-06-11
0216-9835,22226,2019-10-10
2477-4758,10101,2019-11-27
0340-224X,297,2005-09-14
1019-6773,127,2019-11-06
2517-9896,17835,2021-07-30
0203-9494,14744,2021-01-04
2415-7554,18805,2021-07-14
2656-5854,20967,2021-08-12
2045-5879,358,2021-06-26
1883-549X,1150,2017-04-20
2512-6962,12273,2021-07-15
2196-2154,7091,2019-12-10
2272-8023,2273,2015-01-21
2048-0717,358,2021-09-06
2072-0394,25512,2020-10-01
2414-9047,5106,2018-01-31
0136-8168,14744,2021-03-04
2525-9628,11208,2021-08-20
2636-4743,11151,2021-11-15
2145-8502,7634,2021-10-06
1225-7109,30363,2021-04-27
2443-1419,18489,2021-09-30
2714-8017,28564,2020-12-14
1943-751X,311,2018-08-05
2169-7809,29705,2021-06-10
2655-9218,22511,2021-11-20
2029-9923,4256,2020-02-06
1564-4278,7834,2021-02-25
2352-1767,297,2017-10-19
0583-6255,16930,2021-04-20
2515-5555,6817,2018-10-10
2055-7752,426,2021-10-27
1302-0218,12156,2019-06-23
2411-670X,1861,2021-01-20
2327-3941,17,2019-01-15
2519-710X,18434,2020-04-08
2356-1866,12319,2021-11-10
1619-1919,93,2021-08-25
2639-216X,9969,2021-09-15
2353-2912,22317,2021-12-26
1687-6911,98,2009-09-10
2310-2748,5666,2019-10-16
1411-2272,6981,2021-07-08
2615-1812,10804,2021-02-20
2336-4335,5452,2021-11-02
2277-5129,11168,2021-09-01
2154-7351,301,2010-12-19
1806-9304,530,2021-10-25
1220-5389,19168,2021-12-12
2527-3205,9027,2020-10-09
1350-6277,276,2006-11-08
1878-6413,138,2016-05-04
1520-037X,311,2019-04-06
1829-7226,12327,2019-11-12
2048-8696,140,2016-11-18
2329-9541,2674,2018-10-05
0285-9521,1828,2020-12-19
2573-0282,9225,2018-07-27
2180-2491,7332,2019-05-14
0834-1516,1696,2021-10-21
2314-7652,98,2016-08-14
2502-4108,8815,2021-04-20
1046-5111,613,2018-08-15
1859-2724,27817,2021-11-19
2525-4154,7972,2020-12-02
1866-8909,25732,2020-10-01
0081-6485,374,2021-09-13
2565-1021,7826,2020-02-21
2380-7679,3287,2021-07-28
1642-6738,5855,2021-01-18
1982-4335,530,2017-02-03
1179-2531,1320,2018-02-08
1225-0643,24447,2021-11-22
2434-0332,30624,2021-11-02
1088-467X,7437,2021-11-02
2198-1744,3909,2015-11-18
2424-2977,124,2021-06-24
1515-3371,530,2008-01-11
2289-649X,10283,2021-08-31
0927-6513,78,2010-12-02
0373-1928,2000,2019-12-12
2198-3321,297,2021-07-13
2730-9649,297,2021-11-27
0031-6788,297,2004-11-03
2389-9182,9361,2021-06-05
1860-0794,297,2009-01-07
1132-1296,2868,2021-11-15
2060-4475,3430,2019-01-16
2407-1056,8558,2017-04-20
1608-3318,297,2005-12-19
1884-7692,3137,2021-10-30
2053-213X,4912,2015-09-08
0003-9896,301,2020-02-03
2455-8826,16265,2019-04-03
2521-7046,7681,2020-10-29
1813-1743,11231,2020-03-22
2377-7478,28591,2021-11-15
2716-1471,12266,2021-02-04
2330-2941,5313,2020-11-26
2180-0782,7332,2021-10-26
1071-6084,8817,2021-05-28
0009-479X,16157,2021-10-01
2088-6985,5307,2021-08-11
2161-5004,10135,2017-12-28
2527-4287,5548,2021-02-26
2600-8262,21081,2021-10-22
2772-3720,1757,2021-04-11
2148-7189,6855,2016-10-13
1225-6021,2771,2018-05-03
1303-1279,24891,2021-05-07
1381-4524,374,2009-05-27
2338-8323,11304,2021-10-18
2455-5436,6972,2021-10-07
0952-0600,78,2007-08-31
2513-9304,6817,2021-07-09
2167-7328,3951,2013-01-15
1540-594X,311,2019-04-05
2560-2551,19279,2021-06-25
2382-5901,219,2021-10-14
2237-079X,3162,2021-01-21
2657-1099,8420,2021-11-12
2504-3692,297,2021-10-22
2579-5686,21204,2020-06-25
0350-2899,3964,2021-11-06
2614-7491,16302,2020-01-28
2616-0064,1670,2020-12-23
2213-3038,7437,2017-07-11
0304-3967,78,2003-11-07
1845-6839,5969,2021-05-06
2549-2306,17906,2021-03-26
2423-7574,3819,2019-08-06
2656-369X,10124,2021-09-16
2541-3503,16139,2021-01-24
2236-9996,530,2021-11-24
2048-9161,378,2018-07-04
2630-4708,7683,2021-02-26
1029-9645,2895,2011-11-30
2364-8333,297,2021-11-18
1558-8831,3287,2021-10-15
2745-8903,17776,2020-12-20
2580-0175,9292,2021-05-06
2621-6183,18084,2020-03-07
1840-3700,28696,2021-08-15
2714-8807,8174,2021-10-18
2610-072X,2399,2021-11-19
2637-6636,17401,2021-03-20
2375-2122,50,2021-09-27
1520-6785,311,2018-08-03
2198-0071,297,2021-03-16
1388-6231,1757,2020-05-07
2655-0695,18302,2020-12-25
1674-2915,2099,2014-12-15
1063-7761,297,2016-07-12
2636-1604,23955,2021-09-14
2686-3286,19918,2020-10-17
2330-3395,5124,2014-08-27
2412-1010,7834,2019-09-20
2338-6630,11099,2021-10-05
1676-1995,5117,2021-11-18
1869-3296,5267,2020-04-14
2504-432X,22676,2020-10-20
1865-0899,297,2020-08-28
2252-6218,6080,2021-11-03
2541-1667,12192,2017-11-23
0937-3365,2101,2017-05-16
2394-2231,11659,2021-03-04
2468-2993,50,2019-08-22
2406-1042,3964,2021-11-06
2321-7286,21259,2020-10-05
2433-3298,16605,2021-10-07
2707-9031,24974,2021-11-22
2219-6994,4505,2019-12-17
0006-2014,16089,2021-11-26
2201-7275,3230,2019-03-22
0716-260X,3330,2014-03-18
1809-0044,2260,2021-02-23
2710-2599,28864,2021-07-07
0174-173X,78,2012-04-16
2088-3587,8884,2021-09-22
2362-6194,21220,2021-08-30
2723-2719,8815,2020-12-21
1137-6015,8933,2020-06-09
2251-3566,3157,2017-06-13
1821-0538,3964,2019-02-28
2236-7608,7016,2021-05-28
0214-3038,3169,2021-06-04
1422-8890,301,2006-12-18
2204-3659,5861,2021-06-22
1876-391X,965,2014-08-11
2386-3358,8735,2020-10-02
1876-3553,78,2013-05-29
2199-7233,15937,2018-12-13
2631-8350,11716,2018-12-11
2749-7429,25480,2021-10-08
1738-0456,22453,2021-11-09
2541-5875,8473,2021-08-02
2068-9969,22608,2021-08-01
2579-9509,23005,2021-03-08
1804-1205,5862,2015-12-10
2587-8956,9462,2021-10-03
2615-3505,19555,2021-06-04
2359-1919,8739,2021-11-27
2675-0074,11875,2020-03-16
2372-5079,6329,2021-12-12
2326-1102,3951,2019-08-15
2374-3786,6428,2015-01-14
1881-607X,1792,2021-07-31
1916-3460,11723,2021-04-23
2414-8199,7700,2021-03-28
2475-6245,6127,2019-07-17
2614-5170,17899,2021-10-27
2277-6621,4035,2021-09-24
2088-4443,10462,2021-10-31
1473-0987,301,2004-11-02
0753-9053,78,2005-07-26
2058-8496,6817,2015-06-27
0014-3820,421,2006-10-31
1179-1713,179,2017-11-03
2364-6756,297,2021-11-24
2656-6486,11602,2021-05-30
2394-6792,9296,2021-11-23
1561-5502,311,2020-04-07
1024-9834,5068,2021-11-09
2230-3561,301,2017-07-04
1548-6435,140,2021-09-07
1999-0227,1963,2019-01-24
2328-1405,2432,2021-11-08
2500-1809,9677,2021-11-24
2310-2012,28689,2020-11-10
2523-8612,297,2021-11-09
1854-0171,8053,2021-09-06
1829-5754,16540,2021-06-02
1953-6119,2273,2021-10-26
2064-4574,9324,2021-05-27
2398-0605,5433,2021-11-10
2564-7288,12074,2020-10-31
2723-2786,27402,2021-07-31
2699-5379,15204,2021-11-22
2615-9503,30924,2021-09-10
2393-8536,6090,2021-05-05
2146-0264,7404,2019-07-30
0301-3006,127,2017-11-07
2639-8117,27746,2021-06-23
1558-3538,1121,2006-06-20
0854-9796,3613,2021-10-31
1749-6306,1931,2021-09-15
2059-6286,56,2008-10-20
2356-7589,98,2015-01-06
2373-8944,7831,2020-09-21
2353-7078,6464,2021-11-10
1544-9173,340,2008-03-18
2622-1896,30188,2021-08-11
2013-6889,3519,2015-01-16
2581-088X,11411,2021-10-09
1091-1340,301,2005-09-26
1929-1833,10134,2020-12-03
2356-301X,16540,2021-02-02
2311-6986,7497,2016-12-30
0272-4340,286,2002-12-22
2501-9120,26225,2021-11-23
2622-612X,10258,2021-11-08
2774-6704,29013,2021-08-08
2070-4755,20045,2021-01-19
2527-5615,9498,2021-12-12
1884-2070,1437,2017-04-20
2663-3027,7524,2021-05-24
0001-6683,311,2017-02-14
2522-591X,297,2019-09-27
1821-2638,1078,2021-10-28
2523-7276,297,2020-10-13
2524-177X,10499,2021-10-19
2176-0756,3664,2021-11-23
2721-1088,24689,2020-03-09
0021-3667,3287,2021-03-03
2448-5179,8215,2021-06-28
2575-0542,3884,2020-05-12
2587-6716,11153,2021-11-17
2602-3954,11192,2021-01-06
1925-4571,3575,2012-07-07
2523-9368,23513,2021-12-12
1517-591X,2869,2018-02-21
2632-0649,6817,2021-05-14
2212-6279,297,2021-08-30
2443-2555,8420,2021-11-05
1415-9015,27530,2020-12-30
1476-3516,98,2015-12-16
1712-6274,4194,2021-11-18
1849-0360,6950,2021-09-15
2615-5508,17776,2021-04-01
2622-9781,6205,2021-05-04
0307-4412,311,2018-08-03
2339-2576,9640,2021-11-08
1757-7063,292,2017-01-27
1225-1615,6765,2021-11-03
2579-9401,19336,2020-07-07
2782-7542,27584,2021-08-21
2541-3511,17652,2021-11-23
2630-8096,12338,2019-05-16
1880-7097,1319,2021-07-09
2519-8521,6082,2021-11-08
2641-6379,19081,2021-10-27
2278-649X,4071,2019-11-19
2460-6820,12056,2021-06-10
0869-8678,7284,2021-10-29
2664-8075,22072,2021-11-16
2158-3846,3382,2019-12-31
2661-8249,297,2020-01-23
2340-8960,8933,2021-01-19
1981-6197,8243,2021-01-18
1319-0989,2709,2021-10-19
2516-8169,11748,2019-06-06
2364-6497,297,2020-03-06
2329-3373,5467,2016-06-25
2685-5569,23647,2021-03-31
2808-0718,32655,2021-10-18
2210-8319,78,2013-03-28
1738-5334,7532,2019-02-07
2412-1258,7834,2021-07-10
2149-6374,9259,2021-07-20
2619-4244,7600,2021-11-26
1989-9572,27583,2021-06-04
2719-4132,10391,2021-10-22
1424-0564,127,2017-11-06
1927-8810,4194,2012-10-23
1392-3714,4256,2020-02-06
2090-9632,5068,2021-11-10
2637-3750,11480,2021-09-01
2309-0413,9214,2021-08-06
0973-9629,4035,2021-08-31
1827-1812,17149,2021-11-08
2528-1054,6205,2020-07-14
2655-1977,10804,2020-10-21
2162-9927,4460,2016-04-02
2580-0957,26814,2021-06-17
2409-1294,10007,2021-09-01
1678-5029,9749,2021-03-18
2378-0789,2986,2021-02-04
2372-8302,5726,2017-06-14
1681-1194,1030,2020-03-19
1598-3765,4474,2017-11-29
2579-0293,10850,2018-06-18
2199-9058,297,2020-07-20
2597-4610,12311,2020-01-18
1070-3241,78,2016-12-21
0896-3207,27002,2021-11-14
2502-0552,15945,2021-01-13
2618-8244,10559,2021-11-15
2086-1397,25438,2021-01-05
1811-0045,8882,2021-09-01
2709-6408,17394,2021-07-26
2518-1866,11747,2021-09-17
2339-5753,3612,2021-04-21
2549-628X,14927,2021-06-18
1759-667X,26914,2021-11-03
1884-362X,2787,2010-08-31
2700-8193,5471,2021-08-05
2656-1824,19924,2021-05-30
2377-1313,6127,2018-11-28
2358-1980,4419,2021-10-27
1976-3522,15930,2021-09-07
1414-0896,2931,2016-05-12
1822-4539,6097,2020-04-09
1858-3571,8344,2021-07-26
2415-9395,7788,2020-10-05
2307-3217,17315,2021-08-22
2309-1541,1861,2013-10-10
2356-1718,22772,2021-07-03
2155-9120,301,2010-12-18
1366-6169,301,2007-07-26
2468-4228,965,2019-07-25
2591-7188,219,2020-11-30
1411-612X,9640,2021-09-08
1226-1432,20378,2019-10-23
2492-1599,27569,2021-09-24
2641-418X,23227,2021-12-25
2451-1501,3595,2021-07-08
2684-947X,21639,2021-11-22
2084-9257,5855,2021-07-30
2503-4227,9808,2020-01-11
2060-8292,9324,2021-08-03
2412-611X,1560,2021-05-28
2580-717X,8420,2021-11-12
2225-0638,4281,2013-04-26
1999-1223,1963,2012-04-26
2450-8381,5093,2020-12-10
1315-9518,17098,2021-07-01
2326-6236,147,2021-12-05
0070-413X,297,2013-12-18
0003-9667,3444,2016-01-15
2656-7741,10101,2020-09-29
2337-4373,11796,2021-12-19
1755-7429,14094,2021-05-10
2776-7914,21642,2021-11-10
1923-5291,4194,2012-07-20
2389-7910,16914,2019-11-07
2598-6260,11091,2021-10-22
2745-5920,22733,2021-08-30
2689-9663,10954,2021-10-22
2581-0561,15004,2021-09-30
0079-6654,297,2013-12-11
2685-5917,21678,2021-09-08
2798-3714,10045,2021-12-19
1758-9142,358,2021-02-13
2686-7192,12081,2021-11-12
1658-4066,5068,2018-10-04
2594-1518,18774,2021-09-15
2042-8855,1931,2018-09-03
2615-3688,25140,2021-07-05
2651-5865,26339,2021-10-03
2514-3042,219,2020-11-02
1522-8681,263,2007-04-02
0003-9284,181,2018-06-25
2093-5560,21889,2019-08-05
2708-2326,21051,2021-08-13
1475-2727,242,2011-02-09
1947-7953,301,2016-01-30
2476-8995,11399,2020-02-28
1827-1863,17149,2021-10-26
0306-3453,301,2020-10-14
2576-2966,3884,2021-07-10
0103-2100,24620,2021-11-17
2579-6402,10540,2021-10-30
2509-2790,297,2021-10-27
0096-6665,301,2012-04-04
0852-2715,10208,2021-04-19
2490-3221,4260,2021-07-08
0323-4142,374,2021-06-24
2712-9683,29476,2021-10-12
2711-340X,3246,2021-10-29
2507-0495,7597,2021-03-19
1731-8440,3689,2021-11-22
1906-0513,2473,2021-10-11
2623-033X,22855,2021-07-09
2563-2655,11723,2021-07-20
1951-6304,2273,2014-11-04
1607-9795,418,2021-11-24
2078-1768,16994,2019-06-27
0020-8027,297,2007-07-16
2509-6095,297,2021-09-07
2455-149X,8519,2017-08-03
1920-7239,147,2015-10-06
2774-6119,23263,2021-09-24
1431-5777,297,2012-01-25
2086-1206,5129,2021-07-02
