member_id,member_primary_name,member_location,member_country
12267,STMIK Bumigora Mataram,"Mataram, Nusa Tenggara Barat, Indonesia",Indonesia
12268,Moscow Pharmaceutical Society,"Moscow, Russia",Russia
12269,Badan Penelitian dan Pengembangan SDM Kominfo,"Makassar, Sulawesi Selatan, Indonesia",Indonesia
12270,Psychosozial Verlag,"Giessen, Germany",Germany
12271,Fundatia Echo,"Baia Mare, Maramures, Romania",Romania
12272,African Performance Review APR,"London, United Kingdom",United Kingdom
12273,Logos Verlag Berlin GmbH,"Berlin, Germany",Germany
12274,Uniwersytet Przyrodniczy we Wroclawiu,"Wroclaw, NIP: UE PL 8960005354, Poland",Poland
12275,Universitas Katolik Widya Mandira,"Penfui Timur, Kupang, Indonesia",Indonesia
12276,UIN Sumatera Utara Medan,"Medan, North Sumatera, Indonesia",Indonesia
12277,Egitim Yoneticileri ve Egitim Denetcileri Dernegi,"Ankara, Turkey",Turkey
12278,Editorial de la Universidad de Granada,"Granada, Spain",Spain
12279,The International Society of Hypertension,"Edinburgh, United Kingdom",United Kingdom
12280,Torus Press,"Moscow, Russian Federation, Russia",Russia
12281,TOBIDER - Uluslararası Toplumsal Bilimler Dergisi,"Ankara, Turkey",Turkey
12282,MIQOT Jurnal Ilmu ilmu Keislaman,"Medan, Sumatera Utara, Indonesia",Indonesia
12283,Revista de Estudios del Campo de Montiel,"Almedina, Ciudad Real, Spain",Spain
12284,The Korean Society of Music Education Technology,"Gongju-si, South Korea",South Korea
12286,Zaporizhzhia State Engineering Academy,"Zaporizhzhia, Ukraine",Ukraine
12287,New Zealand Plant Protection Society,"Auckland, New Zealand",New Zealand
12288,Branch of Indian Psychiatric Society (Kerala),"Kurisumoodu, Kerala, India",India
12289,Institute of Geological Sciences of the National Academy of Sciences of Ukraine,"Kyiv, Ukraine",Ukraine
12290,Plant Production Institute nd. a V.Ya. Yuriev of NAAS of Ukraine,"Kharkiv, Ukraine",Ukraine
12291,SHEE Prydniprovska State Academy of Civil Engineering and Architecture,"Dnipro, Ukraine",Ukraine
12292,The Korea Society for Legal Theory and Practice,"Gwangyang, South Korea",South Korea
12293,Research Institute of Ukrainian Studies,"Kyiv, Ukraine",Ukraine
12294,"Professional Event, LLC","Kyiv, Ukraine",Ukraine
12295,Kharkiv National University of Radioelectronics,"Kharkiv, Ukraine",Ukraine
12296,Institute for Linguistic Studies Russian Academy of Sciences,"St Petersburg, St Petersburg, Russia",Russia
12297,GITO mbH Verlag,"Berlin, Berlin, Germany",Germany
12298,Center for Promoting Ideas,Dhaka,Dhaka
12299,Asociacion Sin Fines de Lucro Epistemonikos,"Santiago, Metropolitana, Chile",Chile
12300,Pakistan Journal of Botany,Karachi,Karachi
12301,Global Synergetic Foundation,"Delhi, New Delhi, India",India
12302,Gramota Publishers,"Tambov, Russia",Russia
12303,Asia-Pacific Network for Global Change Research,"Kobe, Hyogo, Japan",Japan
12304,Aatseel,"Los Angeles, CA, United States",United States
12305,Sociedad Interamericana de Psicologia,"Las Cruces, NM, United States",United States
12306,Vestnik of the Russian Agricultural Science,"Moscow, Russian Federation, Russia",Russia
12307,Universidad Autonoma de Manizales,"Manizales, Caldas, Colombia",Colombia
12308,Gazi Publishing,"Onder Cad. 14/6, Ankara, Turkey",Turkey
12309,Universitas Papua,"Manokwari, Papua Barat, Indonesia",Indonesia
12310,Kyiv National University of Technologies and Design,"Kyiv, Ukraine",Ukraine
12311,STMIK Budi Darma,"Medan, Medan, Indonesia",Indonesia
12312,Fundacion Letamendi Forns,"Barcelona, Spain",Spain
12313,STIKOM Bali,"Denpasar, Bali, Indonesia",Indonesia
12314,Asociacion Meteorologica Espanola,"Madrid, Spain",Spain
12315,IAIN BONE,"Watampone, Sulawesi Selatan, Indonesia",Indonesia
12316,Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy,"Warszawa, Poland, Poland",Poland
12317,Thai Association for the Study of the Liver,"New Petchburi Rd., Makkasan, Ratchatewi, Bangkok, Thailand",Thailand
12318,BAR Publishing,"Summertown, Oxfordshire, United Kingdom",United Kingdom
12319,Al Hidayah Press,"Bogor, Jawa Barat, Indonesia",Indonesia
12320,Institut Informatika dan Bisnis (IIB) Darmajaya,"Bandar Lampung, Lampung, Indonesia",Indonesia
12321,Politeknik Negeri Batam,"Batam, Batam, Indonesia",Indonesia
12322,CIENCIA ergo sum - Universidad Autonoma del Estado de Mexico,"Toluca, Mexico",Mexico
12323,World Trade Organization,"Geneva, Switzerland",Switzerland
12324,XMLink (KAMJE),South Korea,South Korea
12326,Desousa Foundation,"Mumbai, Maharashtra, India",India
12327,Universitas Mulawarman,"Samarinda, East Kalimantan, Indonesia",Indonesia
12328,FKIP Universitas Sultan Ageng Tirtayasa,"Serang, Banten, Indonesia",Indonesia
12329,Journal of Harmonized Research Publications,"Bilaspur, Chhattisgarh, India",India
12330,Politeknik Gorontalo,"Gorontalo, Gorontalo, Indonesia",Indonesia
12331,Politeknik Kesehatan Kemenkes Aceh,"Banda Aceh, Aceh, Indonesia",Indonesia
12332,PT. Kresna Acitya Nusantara Mediatama,"Yogyakarta, Yogyakarta, Indonesia",Indonesia
12333,Universidad Nacional de Cordoba,"Provincia de Cordoba, Argentina",Argentina
12334,Korea Institution and Economics Association,"Gyeongsangbuk-do, South Korea",South Korea
12335,Uchitel Publishing House,"Kirova, Volgograd, Russia",Russia
12336,Balai Arkeologi Yogyakarta,"Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia",Indonesia
12337,Penerbit UTHM,"Parit Raja, Batu Pahat, Johor, Malaysia",Malaysia
12338,Ology Journals Kft,"1051, Hungary",Hungary
12339,Kuprienko SV,Russia,Russia
12340,SOBEST Associacao Brasileira de Estomaterapia,Brazil,Brazil
12341,Korean Association of Maritime Police Science,"Jeollabuk-do, South Korea",South Korea
12342,Yolnat PE,Russia,Russia
12343,SCEEMP,"Moscow, Russia",Russia
12344,Sergeieva I,Russia,Russia
12345,International Journal of Environment and Geoinformatics,"Istanbul, Turkey",Turkey
12346,Asociatia de Geografie,"Bihor County, Romania",Romania
12347,Russian Space Systems,"Moscow, Russia",Russia
12348,ANO Veterinary Medicine Journal,"Moscow, Russia",Russia
12349,Rhine Research Centre,"Durham, NC, United States",United States
12350,APEQ Associacao Portuguesa para o Estudo do Quaternario,"Via Panorâmica s/n, Porto, Portugal",Portugal
12351,Kotelnikov Institute of Radioengineering and Electronics of Russian Academy of Sciences,"Moscow, Russia",Russia
12352,Devir Educacao,Brazil,Brazil
12353,Pharma Research Library,"SPSR Nellore, Andhra Pradesh, India",India
12354,Korea Appraisal Board,"Deagu, South Korea",South Korea
12355,Revista Brasileira de Direitos Fundamentais e Justica,Brazil,Brazil
12356,Balkan Arastirma Enstitusu Dergisi,"Edirne, Turkey",Turkey
12357,FSBSI FRC N.I. Vavilov All-Russian Institute of Plant Genetic Resources,"St. Petersburg, Russia",Russia
12358,e-Kafkas Egitim Arastirmalari Dergisi,"Kars, Turkey",Turkey
12359,College of Political Sciences,"Baghdad, Iraq",Iraq
12360,Folium Publishing Company,"Moscow, Russian Federation, Russia",Russia
12361,Volcanica,"Strasbourg, Alsace, France",France
12362,Trade Analysis and Development Agency,"Central Jakarta, DKI Jakarta/Indonesia, Indonesia",Indonesia
12363,Turk Tarim ve Doga Bilimleri Dergisi,"Canakkale, Turkey",Turkey
12364,Alinteri Sosyal Bilimler Dergisi,"Kastamanu, Merkez, Turkey",Turkey
12365,Korean Social Work Counseling Academy,"Busan, South Korea",South Korea
12366,"Yu. A. Kosygin Institute of Tectonics and Geophysics, Far Eastern Branch, RAS","Khabarovsk, Russia",Russia
12367,Ankara Barosu Dergisi,"Ankara, Turkey",Turkey
12368,Korean Educational Research Association,"Seoul, South Korea",South Korea
12369,FSBEI HE Mari State University,"Yoshkar-Ola, Mari El, Russia",Russia
12370,Engineered Science Publisher,"Knoxville, TN, United States",United States
12371,Net Journals,"Sapele, Delta State",Delta State
12372,Agentstvo Tvortheskih Tekhnologiy,"Moscow, Russia, Russia",Russia
12374,Universidad Nacional Mayor de San Marcos,"Lima, Peru",Peru
12375,Red.es,"Madrid, Spain",Spain
12376,International Journal of Public Finance,"Bursa, Turkey",Turkey
12378,"Faculty of Economics, University of Split","Split, Croatia",Croatia
12379,Revista de Relatos de Casos do ABC,Brazil,Brazil
12380,"Life Science Alliance, LLC","New York, NY, United States",United States
12381,ECNU Review of Education,"Shanghai, China",China
12382,University of Rijeka Faculty of Law,"Rijeka, Croatia",Croatia
12385,Agile Libre,"Mahone Bay, NS, Canada",Canada
12386,Korean Music Education Society,"Seoul, South Korea",South Korea
12389,Korean Association for Qualitative Inquiry,"Asan, Chungham, South Korea",South Korea
12390,Journal of Engineering Technology and Applied Science,"Istanbil, Turkey",Turkey
12391,Kremenchuk Mykhailo Ostohradskyi National University,Ukraine,Ukraine
12392,Institute of Civil Society,"Moscow, Russia",Russia
12393,Kocaeli Universitesi Saglik Bilimleri Dergisi,"Izmit, Kocaeli, Turkey",Turkey
12394,International Journal of Automotive Science and Technology,"Ankara, Turkey",Turkey
12396,Boletim Cearense de Educacao e Historia da Matematica - BOCEHM,Brazil,Brazil
12397,Korean Public Land Law Association,"Yongin-si, Gyeonggi-do, South Korea",South Korea
12398,FSBEO HPE Moscow State University of Railway Engineering (MIIT),"Moscow, Russia",Russia
12399,Olimpianos - Journal of Olympic Studies,Brazil,Brazil
12400,INNOTEC Gestion,"Montevideo, Uruguay",Uruguay
12402,Master of Social Work Programme,"Kowloon, Hong Kong",Hong Kong
12403,Dialogue,"Lucknow, UP, India",India
12404,Asociacion Colombiana de Cirugia,Colombia,Colombia
12405,The Natural Science Institute Wonkwang University,"Iksan-si, South Korea",South Korea
12406,EDIURCAMP,Brazil,Brazil
12407,Koreanische Gesellschaft fuer Deutsche Sprache Und Literatur,"Changwon, Gyeongsangnam-do, South Korea",South Korea
12408,APD SKEG,"Singapore, Singapore",Singapore
12409,Russian Association of Pediatric Surgery,"Moscow, Russia",Russia
12435,"Foley Center Library, Gonzaga University","Spokane, WA, United States",United States
12550,Ball State University Library,"Muncie, IN, United States",United States
12567,"Concordia University, St. Paul","Saint Paul, MN, United States",United States
12602,Universidad Pablo de Olavide,"Seville, Spain",Spain
12603,Banco de Espana,"Madrid, Spain",Spain
12607,University of New Brunswick Libraries - UNB,"Fredericton, NB, Canada",Canada
12613,Bar Ilan University,"Ramat Gan, Israel",Israel
12625,Mississippi State University Libraries,"Mississippi State, MS, United States",United States
12630,Clemson University,"Clemson, SC, United States",United States
12655,Rowan University Campbell Library,"Glassboro, NJ, United States",United States
12682,Maynooth University,"Maynooth, Co. Kildare, Ireland",Ireland
12685,Sam Houston State University Library,"Huntsville, TX, United States",United States
12689,Nova Southeastern University,"Fort Lauderdale, FL, United States",United States
12723,Umea University Library,"Umea, Sweden",Sweden
12726,University of Arkansas Libraries,"Fayetteville, AR, United States",United States
12738,Malardalen University,"Vasteras, Vaestmanland, Sweden",Sweden
12750,The University of Jordan,"Amman, Jordan",Jordan
12777,George Fox University Libraries,"Newberg, OR, United States",United States
12789,The National and University Library of Iceland,"Reykjavik, Reykjavik, Iceland",Iceland
12795,Swedish University of Agricultural Sciences,"Uppsala, Sweden",Sweden
12796,China Medical University,"Taichung, Taiwan",Taiwan
12798,Orebro University,"Orebro, Sweden",Sweden
12805,Chapman University,"Orange, CA, United States",United States
12824,North-West University,"Potchefstroom, North West, South Africa",South Africa
12895,Massey University,"Auckland, Auckland, New Zealand",New Zealand
12912,University of Helsinki Libraries,"Helsinki, Helsinki, Finland",Finland
12933,University of Liege,"Liege, Belgium",Belgium
12952,University of Tennessee,"Knoxville, TN, United States",United States
12986,National Institute for Materials Science,Japan,Japan
13029,Delaware Academy of Medicine - Delaware Public Health Association,"Newark, DE, United States",United States
13111,University of Colorado at Boulder,"Boulder, CO, United States",United States
13136,University College Cork,"Cork, Cork, Ireland",Ireland
13144,Korea Rural Economic Institute Library,"Bitgaram-Dong, Jeollanam-do, South Korea",South Korea
13282,University of Tennessee at Martin,"Martin, TN, United States",United States
13290,University Goettingen,"Goettingen, Lower Saxony, Germany",Germany
13308,"River Campus Libraries, University of Rochester","Rochester, NY, United States",United States
13324,University of Regina Library,"Regina, Saskatchewan, Canada",Canada
13327,Universite de Geneve,"Geneva, Switzerland",Switzerland
13407,James White Library,"Berrien Springs, MI, United States",United States
13467,University of the Incarnate Word Libraries,"San Antonio, TX, United States",United States
13504,Fundacion Centro de Estudios Andaluces,"Sevilla, Spain",Spain
13551,Sapienza University of Rome,"Rome, Italy",Italy
13598,Colorado Christian University,"Lakewood, CO, United States",United States
13687,Iowa State University,"Ames, IA, United States",United States
13737,Maine Medical Center,"Portland, ME, United States",United States
13751,Nanyang Technological University,"Singapore, Singapore, Singapore",Singapore
13758,Universitaet Potsdam,"Potsdam, Germany",Germany
13765,New York University,"New York, NY, United States",United States
13800,Smith College,"Northampton, MA, United States",United States
13824,Tulane University,"New Orleans, LA, United States",United States
13844,University of Calgary,"Calgary, Alberta, Canada",Canada
13852,Chan Zuckerberg Initiative (CZI),"Redwood City, CA, United States",United States
13868,University of Johannesburg,"Johannesburg, Johannesburg, South Africa",South Africa
13871,University of Haifa,"Haifa, Israel",Israel
13896,California Institute of Technology Library,"Pasadena, CA, United States",United States
13917,Villanova University,"Villanova, PA, United States",United States
13928,Wellcome,"London, United Kingdom",United Kingdom
13968,Georgia State University - Library,"Atlanta, GA, United States",United States
13980,Drexel University Libraries,"Philadelphia, PA, United States",United States
14001,"ScholarMate, Ltd.","Hong Kong, Hong Kong",Hong Kong
14020,Monash University,"Caulfield East, VIC, Australia",Australia
14039,University of Miami,"Coral Gables, FL, United States",United States
14051,Utrecht University Library,"Utrecht, Utrecht, Netherlands",Netherlands
14073,University of Missouri Libraries,"Columbia, MO, United States",United States
14076,University of New Hampshire Libraries,"Durham, NH, United States",United States
14094,University of Warwick,"Coventry, Warks, United Kingdom",United Kingdom
14095,University of Winnipeg,"Winnipeg, MB, Canada",Canada
14106,Wilfrid Laurier University,"Waterloo, ON, Canada",Canada
14109,Radboud University,"Nijmegan, Netherlands",Netherlands
14117,University of Saskatchewan Library,"Saskatoon, SK, Canada",Canada
14118,Bibliotheque de l'Universite Laval,"Quebec, QC, Canada",Canada
14138,Federation University Australia,"Ballarat, VIC, Australia",Australia
14217,"Colorado College, Tutt Library","Colorado Springs, CO, United States",United States
14238,Williams College,"Williamstown, MA, United States",United States
14253,University of Melbourne,"Parkville, Victoria, Australia",Australia
14313,University of Nebraska Consortium of Libraries - UNCL,"Lincoln, NE, United States",United States
14358,"Robertson Library, University of Prince Edward Island","Charlottetown, PE, Canada",Canada
14406,Human Frontier Science Program,"Strasbourg, France",France
14412,National Inquiry Services Center (NISC),"Grahamstown, Grahamstown, South Africa",South Africa
14441,Korea Health Personnel Licensing Examination Institute,South Korea,South Korea
14445,Poultry Science Association,"Champaign, IL, United States",United States
14453,Verlag Eugen Ulmer,"Stuttgart, Germany",Germany
14482,British Psychological Society,"Leicester, Leicestershire, United Kingdom",United Kingdom
14533,"Psychomusicology: Music, Mind, and Brain","Charlottetown, PE, Canada",Canada
14553,ASM International,"Materials Park, OH, United States",United States
14567,Island Press,"Washington DC, United States",United States
14579,Biophysical Society,"Rockville, MD, United States",United States
14591,Digital Commons-Elsevier,"Berkeley, CA, United States",United States
14658,Allama Iqbal Open University,Islamabad,Islamabad
14660,International Foundation for the Support of Social Research and Education Intersozic,"Saint Petersburg, Russia",Russia
14661,Lund University Library,"Lund, Sweden",Sweden
14664,Universidad Nacional del Nordeste,"Resistencia, Chaco, Argentina",Argentina
14665,Politeknik Negeri Jakarta,"Depok, Indonesia",Indonesia
14666,Oxford Academic Studies Press,"London, United Kingdom",United Kingdom
14667,Universitas Pahlawan Tuanku Tambusai,"Bangkinang, Riau, Indonesia",Indonesia
14696,Middlebury College Library,"Middlebury, VT, United States",United States
14700,Sociedad Peruana de Obstetricia y Ginecologia,"Esq. con Javier Prado Este 611, Lince, Peru",Peru
14708,Heriot-Watt University,"Edinburgh, Scotland, United Kingdom",United Kingdom
14709,The University of Maine,"Orono, ME, United States",United States
14721,Balai Pelestarian Nilai Budaya Jawa Barat,"Bandung, Jawa Barat, Indonesia",Indonesia
14742,Acta Scientific Publications Pvt. Ltd.,"Hyderabad, Telangana, India",India
14744,Ivan Franko National University of Lviv,Ukraine,Ukraine
14759,Politeknik Energi dan Mineral Akamigas,"Blora, Jawa Tengah, Indonesia",Indonesia
